vintage,collateral_type,ead_eur,ltv_at_default,dpd_at_workout,workout_months,borrower_age,employment_status,unemployment_pct,hpi_yoy_pct,realised_lgd
2022H1,unsecured,9082.17,,159,16.99,47,retired,7.4,3.1,0.90989
2020H1,mortgage,81453.44,0.4532,202,18.58,20,self_employed,9.2,-1.5,0.24058
2020H1,auto,20619.45,0.7075,108,16.63,53,employed,9.2,-1.5,0.45511
2023H1,unsecured,8700.45,,179,3.48,37,employed,7.6,-2.1,0.78873
2023H2,auto,10940.1,0.7486,179,14.74,24,retired,7.2,1.8,0.30051
2019H2,auto,32573.89,0.6912,139,14.14,41,retired,6.9,3.8,0.11011
2022H2,mortgage,260144.51,0.5698,148,21.66,49,employed,8.1,-4.4,0.11799
2020H2,unsecured,4309.28,,113,10.88,56,employed,9.6,-3.2,0.8347
2020H1,unsecured,3568.54,,133,6.4,27,self_employed,9.2,-1.5,0.64321
2021H2,mortgage,132455.22,0.6912,190,17.44,62,employed,7.9,5.6,0.00791
2022H2,auto,8102.39,0.769,142,12.35,46,employed,8.1,-4.4,0.37681
2021H1,unsecured,4476.72,,105,3.0,58,employed,8.7,1.4,0.37633
2021H2,mortgage,167378.36,0.9765,134,25.9,53,employed,7.9,5.6,0.18653
2022H1,mortgage,153822.28,0.6922,187,17.79,50,employed,7.4,3.1,0.1656
2021H2,unsecured,2693.68,,144,8.35,55,employed,7.9,5.6,0.74885
2023H1,mortgage,82767.61,0.5919,168,30.13,44,employed,7.6,-2.1,0.15829
2020H2,auto,28270.73,0.6113,155,12.53,34,employed,9.6,-3.2,0.3618
2021H2,mortgage,168837.65,0.6222,106,24.16,73,employed,7.9,5.6,0.01866
2021H2,unsecured,6562.7,,108,6.35,60,employed,7.9,5.6,0.55969
2023H2,mortgage,87831.51,0.792,101,24.27,28,employed,7.2,1.8,0.05354
2022H2,mortgage,72130.31,0.9167,99,28.04,58,employed,8.1,-4.4,0.42833
2020H2,unsecured,9540.64,,109,7.57,24,self_employed,9.6,-3.2,0.85065
2019H1,auto,23942.06,0.5323,165,14.77,53,self_employed,6.8,4.2,0.4337
2021H1,personal_secured,23945.18,0.9679,157,6.43,35,unemployed,8.7,1.4,0.5398
2019H1,mortgage,109027.22,0.6821,120,18.18,51,employed,6.8,4.2,0.08958
2020H1,unsecured,7118.1,,196,6.61,20,self_employed,9.2,-1.5,0.74945
2020H2,unsecured,5706.69,,91,4.95,42,employed,9.6,-3.2,0.68093
2019H1,mortgage,127123.56,0.8468,108,22.03,46,unemployed,6.8,4.2,0.21001
2020H2,personal_secured,27649.19,0.8244,194,15.27,58,retired,9.6,-3.2,0.5553
2020H2,auto,20967.63,0.8181,157,9.16,35,employed,9.6,-3.2,0.76723
2022H1,mortgage,64421.23,0.6991,164,19.78,57,employed,7.4,3.1,0.07894
2023H2,mortgage,107173.33,0.9985,146,20.34,57,employed,7.2,1.8,0.16418
2022H1,mortgage,109790.71,0.8559,160,15.29,20,self_employed,7.4,3.1,0.23471
2023H1,unsecured,2458.51,,92,3.0,48,employed,7.6,-2.1,0.68623
2023H2,unsecured,6669.39,,158,4.17,53,employed,7.2,1.8,0.45126
2019H1,mortgage,92337.36,0.915,157,21.71,47,employed,6.8,4.2,0.27513
2022H1,unsecured,7251.06,,137,12.12,22,employed,7.4,3.1,0.66171
2023H1,unsecured,6313.5,,179,12.59,54,self_employed,7.6,-2.1,0.85119
2021H2,mortgage,175990.86,0.6189,174,20.39,44,employed,7.9,5.6,0.0623
2019H1,personal_secured,9774.43,0.7436,110,19.46,38,employed,6.8,4.2,0.40301
2021H2,mortgage,115967.64,0.6617,164,24.97,43,self_employed,7.9,5.6,0.01004
2022H1,unsecured,4907.22,,123,5.41,55,employed,7.4,3.1,0.57803
2021H1,mortgage,58489.7,1.0931,166,20.33,36,employed,8.7,1.4,0.21633
2020H1,unsecured,6876.53,,114,8.89,24,employed,9.2,-1.5,0.51122
2023H1,mortgage,76270.2,0.8615,195,16.91,48,retired,7.6,-2.1,0.45185
2022H2,unsecured,6695.22,,168,6.43,51,unemployed,8.1,-4.4,0.93962
2023H1,mortgage,94603.21,0.7295,190,21.06,37,self_employed,7.6,-2.1,0.19442
2022H2,unsecured,5992.31,,164,9.96,57,unemployed,8.1,-4.4,0.67729
2020H1,personal_secured,12209.83,0.8599,170,14.07,52,self_employed,9.2,-1.5,0.54883
2021H1,personal_secured,22935.77,0.9509,149,17.94,52,employed,8.7,1.4,0.37543
2022H2,mortgage,345772.87,0.7357,118,11.66,20,retired,8.1,-4.4,0.26618
2023H1,mortgage,272981.88,0.7228,170,21.43,36,self_employed,7.6,-2.1,0.42315
2020H1,auto,9946.46,0.6842,92,6.54,46,employed,9.2,-1.5,0.43806
2019H1,auto,21387.3,0.4746,173,13.24,38,self_employed,6.8,4.2,0.28756
2022H1,mortgage,144968.08,0.9601,148,25.55,40,self_employed,7.4,3.1,0.18681
2023H1,personal_secured,12418.96,0.9076,176,11.22,32,self_employed,7.6,-2.1,0.4758
2022H1,personal_secured,8663.67,1.0908,126,17.9,58,employed,7.4,3.1,0.56061
2023H2,unsecured,2966.25,,158,3.0,47,unemployed,7.2,1.8,0.8001
2023H2,unsecured,1457.97,,104,7.05,46,employed,7.2,1.8,0.85554
2023H1,mortgage,118739.65,0.7929,132,27.11,34,unemployed,7.6,-2.1,0.65509
2020H1,mortgage,222758.44,0.8181,174,22.16,74,unemployed,9.2,-1.5,0.23026
2021H1,unsecured,11376.79,,128,12.89,47,employed,8.7,1.4,0.80989
2021H2,mortgage,83358.59,0.8088,90,23.72,45,employed,7.9,5.6,0.16218
2023H2,unsecured,2261.47,,117,3.0,61,unemployed,7.2,1.8,0.9386
2021H2,personal_secured,6305.45,0.9189,118,19.03,25,self_employed,7.9,5.6,0.49373
2022H2,mortgage,83816.99,0.8655,169,21.96,35,employed,8.1,-4.4,0.28291
2022H1,mortgage,125953.51,0.949,125,29.16,28,unemployed,7.4,3.1,0.13742
2019H1,personal_secured,12573.59,0.6049,181,19.5,52,self_employed,6.8,4.2,0.45678
2021H1,personal_secured,8051.88,0.9165,93,13.92,33,employed,8.7,1.4,0.44011
2022H2,personal_secured,6889.43,0.6616,180,20.44,31,self_employed,8.1,-4.4,0.60745
2021H2,unsecured,2483.28,,170,10.02,48,employed,7.9,5.6,0.87792
2021H2,mortgage,165775.65,0.7446,91,21.46,56,retired,7.9,5.6,0.02019
2022H2,unsecured,9129.85,,164,11.57,51,retired,8.1,-4.4,0.83496
2020H2,unsecured,6133.26,,199,6.27,36,unemployed,9.6,-3.2,0.74104
2021H2,personal_secured,17920.71,0.6801,132,24.4,52,employed,7.9,5.6,0.71139
2022H2,personal_secured,14461.09,0.5465,170,20.36,38,unemployed,8.1,-4.4,0.61587
2021H1,auto,6526.68,0.8205,115,3.0,52,unemployed,8.7,1.4,0.72654
2021H2,personal_secured,21073.81,0.7272,142,14.57,50,self_employed,7.9,5.6,0.54867
2023H1,personal_secured,23042.0,0.6299,112,14.36,32,self_employed,7.6,-2.1,0.45473
2021H1,auto,12083.52,0.8853,188,17.81,43,employed,8.7,1.4,0.47665
2019H2,unsecured,14323.54,,190,13.57,49,employed,6.9,3.8,0.73811
2020H2,auto,14245.01,1.0924,189,12.98,44,self_employed,9.6,-3.2,0.50335
2022H2,mortgage,87357.32,0.8791,180,24.01,51,employed,8.1,-4.4,0.29866
2019H1,personal_secured,9449.5,0.8209,180,24.78,39,self_employed,6.8,4.2,0.66452
2021H2,unsecured,3821.03,,138,10.61,46,employed,7.9,5.6,0.59504
2023H2,unsecured,9111.91,,197,5.0,46,self_employed,7.2,1.8,0.56413
2022H2,unsecured,17501.77,,162,13.09,22,employed,8.1,-4.4,0.68729
2022H1,personal_secured,8708.16,0.9657,148,12.46,58,employed,7.4,3.1,0.42126
2019H2,unsecured,4256.96,,151,16.99,45,employed,6.9,3.8,0.52367
2021H1,mortgage,178902.77,0.8324,137,19.81,20,employed,8.7,1.4,0.16411
2020H2,mortgage,70845.13,0.5516,187,16.29,51,unemployed,9.6,-3.2,0.08365
2023H1,auto,18489.84,0.5262,91,20.41,54,employed,7.6,-2.1,0.43998
2023H2,mortgage,147683.51,0.8826,197,23.99,52,self_employed,7.2,1.8,0.21196
2023H2,unsecured,7118.68,,117,6.03,42,unemployed,7.2,1.8,0.84325
2020H1,personal_secured,18858.11,0.8492,134,7.68,20,employed,9.2,-1.5,0.81507
2021H2,personal_secured,9759.23,0.7154,178,11.67,63,self_employed,7.9,5.6,0.4083
2021H1,auto,22351.17,0.732,163,9.3,27,retired,8.7,1.4,0.21427
2019H1,mortgage,78430.02,0.8225,153,17.66,80,employed,6.8,4.2,0.28167
2021H2,mortgage,48609.18,0.6604,119,24.47,38,unemployed,7.9,5.6,0.16867
2021H1,unsecured,6473.56,,108,10.9,42,employed,8.7,1.4,0.59376
2023H1,mortgage,66049.17,0.9017,108,18.45,51,employed,7.6,-2.1,0.53102
2022H2,unsecured,6611.44,,206,13.52,39,self_employed,8.1,-4.4,0.56393
2022H2,unsecured,23020.02,,137,4.31,32,employed,8.1,-4.4,0.85903
2021H2,mortgage,134664.28,0.9979,105,22.96,68,employed,7.9,5.6,0.36467
2019H2,unsecured,2292.04,,163,4.2,59,employed,6.9,3.8,0.30845
2021H2,mortgage,127501.13,0.9047,182,18.26,38,employed,7.9,5.6,0.28871
2022H1,auto,11951.33,0.7943,172,13.07,59,self_employed,7.4,3.1,0.45692
2023H1,auto,14217.52,0.556,131,9.29,47,employed,7.6,-2.1,0.17604
2022H1,mortgage,98685.8,0.7903,174,25.56,54,self_employed,7.4,3.1,0.08999
2022H1,unsecured,12542.81,,152,8.08,37,employed,7.4,3.1,0.72083
2023H2,mortgage,243039.23,0.8404,183,22.12,49,self_employed,7.2,1.8,0.28975
2021H1,unsecured,18653.96,,109,4.18,51,unemployed,8.7,1.4,0.63221
2019H2,personal_secured,4851.56,0.8976,114,26.95,35,retired,6.9,3.8,0.50842
2021H2,unsecured,7657.15,,196,8.11,40,employed,7.9,5.6,0.78212
2022H1,mortgage,116632.95,0.8489,189,22.84,44,employed,7.4,3.1,0.12894
2020H2,mortgage,189853.26,0.5681,132,21.74,30,employed,9.6,-3.2,0.20411
2020H2,mortgage,72447.26,0.8611,208,19.72,45,retired,9.6,-3.2,0.25583
2019H2,unsecured,13230.08,,104,12.72,65,employed,6.9,3.8,0.63446
2020H2,unsecured,3105.81,,194,10.24,53,employed,9.6,-3.2,0.82836
2023H2,personal_secured,15106.65,0.9761,101,16.01,41,employed,7.2,1.8,0.67379
2023H2,unsecured,3784.87,,134,9.26,48,retired,7.2,1.8,0.59901
2023H2,mortgage,160343.86,0.7028,186,21.86,47,unemployed,7.2,1.8,0.30686
2022H2,mortgage,182329.82,0.7572,166,21.34,67,employed,8.1,-4.4,0.633
2022H1,mortgage,62520.42,0.7494,192,17.52,57,self_employed,7.4,3.1,0.00477
2019H1,auto,7025.37,0.8197,117,12.72,62,employed,6.8,4.2,0.28973
2022H1,auto,6630.67,0.8844,146,9.43,33,retired,7.4,3.1,0.29239
2020H2,mortgage,56587.86,0.7988,164,23.21,57,employed,9.6,-3.2,0.46034
2019H1,mortgage,143902.09,0.745,206,30.88,43,employed,6.8,4.2,0.17107
2023H1,unsecured,6534.17,,137,5.91,34,employed,7.6,-2.1,0.75631
2023H2,mortgage,120506.51,0.9757,156,21.25,46,employed,7.2,1.8,0.09594
2021H1,unsecured,3022.17,,201,10.16,44,employed,8.7,1.4,0.63864
2020H1,mortgage,26582.7,0.9423,144,26.21,33,employed,9.2,-1.5,0.32703
2023H2,personal_secured,14074.52,0.945,91,11.31,56,retired,7.2,1.8,0.49128
2021H1,mortgage,253359.96,0.7109,161,21.76,48,employed,8.7,1.4,0.02251
2023H2,mortgage,224068.34,0.7242,181,26.54,31,self_employed,7.2,1.8,0.39611
2022H1,unsecured,8353.72,,191,10.0,36,employed,7.4,3.1,0.6658
2019H1,unsecured,9452.37,,170,12.13,66,employed,6.8,4.2,0.6077
2022H1,auto,18760.06,0.7562,200,17.87,46,employed,7.4,3.1,0.63415
2020H2,unsecured,8161.22,,139,10.4,47,unemployed,9.6,-3.2,0.70339
2023H2,mortgage,192763.85,0.6936,163,18.68,36,retired,7.2,1.8,0.05479
2020H1,mortgage,134723.15,0.5331,140,22.97,55,employed,9.2,-1.5,0.13784
2022H1,mortgage,93104.46,0.8623,126,24.28,57,employed,7.4,3.1,0.29629
2020H2,personal_secured,9171.19,0.9821,123,16.49,33,self_employed,9.6,-3.2,0.74056
2022H2,unsecured,12558.93,,101,6.41,42,employed,8.1,-4.4,0.82643
2021H1,auto,19888.21,0.6957,145,8.81,37,employed,8.7,1.4,0.23141
2021H1,mortgage,230095.56,0.7672,134,24.53,55,retired,8.7,1.4,0.36455
2021H2,mortgage,45921.0,1.0309,150,21.48,37,employed,7.9,5.6,0.01947
2020H1,mortgage,110968.39,0.9492,196,21.29,40,employed,9.2,-1.5,0.53287
2022H2,unsecured,7377.65,,127,14.43,47,employed,8.1,-4.4,0.72408
2021H2,personal_secured,10026.59,0.5683,107,19.79,58,self_employed,7.9,5.6,0.42458
2023H2,unsecured,12237.68,,206,3.45,48,unemployed,7.2,1.8,0.40698
2020H2,unsecured,7258.52,,141,3.0,65,employed,9.6,-3.2,0.91443
2022H2,unsecured,26772.7,,202,9.79,49,unemployed,8.1,-4.4,0.86107
2022H1,unsecured,14191.26,,92,12.11,30,self_employed,7.4,3.1,0.63473
2021H1,auto,12379.18,0.7981,113,7.61,36,employed,8.7,1.4,0.38612
2020H1,personal_secured,27461.59,0.8167,115,19.81,26,retired,9.2,-1.5,0.67736
2019H2,auto,13846.52,0.7379,111,17.14,50,employed,6.9,3.8,0.39277
2021H1,unsecured,10646.87,,112,10.12,27,employed,8.7,1.4,0.67744
2023H2,unsecured,15057.33,,197,11.72,64,retired,7.2,1.8,0.83941
2022H1,mortgage,53173.5,0.7976,102,22.22,51,unemployed,7.4,3.1,0.31774
2023H2,mortgage,83310.95,0.943,151,21.29,37,self_employed,7.2,1.8,0.36652
2022H2,mortgage,176668.33,0.7105,173,20.31,63,employed,8.1,-4.4,0.44704
2021H2,unsecured,1791.74,,100,7.56,57,employed,7.9,5.6,0.9426
2022H1,mortgage,55504.81,0.7605,201,33.54,47,employed,7.4,3.1,0.17784
2023H1,unsecured,8775.48,,121,3.0,52,employed,7.6,-2.1,0.61911
2020H2,mortgage,124413.11,1.0336,94,20.87,35,employed,9.6,-3.2,0.2258
2023H2,mortgage,153518.61,0.7371,208,19.87,34,employed,7.2,1.8,0.1467
2022H2,auto,31348.1,0.7624,170,8.03,50,employed,8.1,-4.4,0.61441
2022H1,auto,13659.86,0.835,137,6.82,32,self_employed,7.4,3.1,0.39146
2022H2,unsecured,12348.19,,154,4.83,66,employed,8.1,-4.4,0.52215
2022H1,mortgage,104195.65,0.862,205,22.57,58,employed,7.4,3.1,0.17607
2022H1,unsecured,9307.74,,122,3.13,36,retired,7.4,3.1,0.66848
2021H1,unsecured,6449.48,,143,3.0,20,employed,8.7,1.4,0.75513
2019H1,mortgage,108703.96,0.7609,144,23.72,53,employed,6.8,4.2,0.10027
2020H2,personal_secured,18016.17,1.0134,130,15.04,23,employed,9.6,-3.2,0.66234
2022H2,mortgage,97724.09,0.7983,92,15.18,40,self_employed,8.1,-4.4,0.29148
2021H1,unsecured,10712.24,,134,6.16,62,employed,8.7,1.4,0.65387
2021H2,auto,14942.26,1.1113,197,9.83,58,unemployed,7.9,5.6,0.48624
2019H2,unsecured,4828.5,,101,8.93,53,unemployed,6.9,3.8,0.85253
2023H2,personal_secured,19894.35,1.03,122,16.22,53,self_employed,7.2,1.8,0.53719
2022H1,personal_secured,6973.91,0.68,112,18.15,34,self_employed,7.4,3.1,0.31203
2023H1,mortgage,275698.93,0.8941,122,21.35,44,employed,7.6,-2.1,0.10978
2021H2,mortgage,54421.04,1.0123,109,31.47,42,employed,7.9,5.6,0.27184
2022H2,mortgage,146620.78,0.6011,128,22.49,61,employed,8.1,-4.4,0.1804
2019H2,mortgage,57177.7,0.8391,172,18.24,58,employed,6.9,3.8,0.19624
2021H2,auto,21522.2,0.9134,95,11.78,57,employed,7.9,5.6,0.21428
2020H1,mortgage,60483.26,0.7758,171,19.63,69,retired,9.2,-1.5,0.37218
2023H1,mortgage,201555.5,0.6058,153,14.28,52,retired,7.6,-2.1,0.09001
2023H1,unsecured,10490.31,,102,15.59,41,employed,7.6,-2.1,0.44937
2022H1,mortgage,298662.61,0.5945,198,21.46,58,unemployed,7.4,3.1,0.15998
2023H1,mortgage,134488.81,0.8408,188,22.68,29,employed,7.6,-2.1,0.27966
2022H1,auto,9628.99,0.5686,149,15.9,48,retired,7.4,3.1,0.32358
2020H1,unsecured,4452.08,,155,8.5,55,unemployed,9.2,-1.5,0.68969
2019H1,mortgage,43090.86,0.9846,90,18.65,49,employed,6.8,4.2,0.02404
2021H1,auto,14958.46,0.7429,185,14.88,39,unemployed,8.7,1.4,0.20376
2023H1,unsecured,7182.0,,95,5.52,37,employed,7.6,-2.1,0.5503
2019H1,unsecured,7147.14,,199,7.73,51,retired,6.8,4.2,0.63827
2023H1,mortgage,112346.53,0.689,185,28.17,32,self_employed,7.6,-2.1,0.07217
2020H2,auto,19465.06,0.7585,98,12.25,33,employed,9.6,-3.2,0.65521
2021H1,mortgage,88577.26,0.9646,136,20.52,38,self_employed,8.7,1.4,0.13979
2021H2,mortgage,112803.08,0.6382,171,21.74,47,self_employed,7.9,5.6,0.06766
2023H2,unsecured,2998.76,,170,6.01,44,employed,7.2,1.8,0.73919
2020H2,mortgage,267790.08,0.8678,107,27.5,60,employed,9.6,-3.2,0.1242
2022H1,unsecured,2947.2,,116,9.3,38,unemployed,7.4,3.1,0.65873
2022H1,mortgage,57382.94,0.8521,194,26.88,51,retired,7.4,3.1,0.11316
2022H2,unsecured,7209.81,,96,5.39,27,employed,8.1,-4.4,0.67115
2023H1,auto,23020.11,0.9452,95,5.31,39,unemployed,7.6,-2.1,0.58515
2022H1,auto,20443.24,0.7169,194,13.95,46,self_employed,7.4,3.1,0.40071
2021H2,mortgage,128493.24,0.6738,146,18.88,32,unemployed,7.9,5.6,0.09309
2022H2,personal_secured,11719.57,0.5637,151,19.21,53,unemployed,8.1,-4.4,0.3929
2021H1,personal_secured,12507.09,0.645,112,17.26,40,unemployed,8.7,1.4,0.44177
2023H1,mortgage,33187.99,1.0177,125,20.37,36,employed,7.6,-2.1,0.44386
2023H1,personal_secured,12607.94,0.9463,197,9.88,36,retired,7.6,-2.1,0.49726
2020H1,mortgage,276735.63,0.5108,153,19.7,42,employed,9.2,-1.5,0.31126
2021H1,auto,13908.59,0.7619,141,11.34,37,employed,8.7,1.4,0.61213
2023H1,auto,29904.72,0.3502,151,11.01,65,self_employed,7.6,-2.1,0.44269
2020H2,personal_secured,18422.67,0.6132,182,17.7,26,retired,9.6,-3.2,0.46501
2023H2,mortgage,297287.61,0.7419,113,28.75,59,retired,7.2,1.8,0.40182
2020H1,mortgage,96020.7,0.7347,195,22.78,49,employed,9.2,-1.5,0.35245
2023H1,personal_secured,20260.07,0.565,178,17.38,44,employed,7.6,-2.1,0.61388
2022H1,unsecured,4384.43,,91,7.45,56,employed,7.4,3.1,0.79941
2023H2,unsecured,2662.19,,101,9.88,67,employed,7.2,1.8,0.57712
2020H1,mortgage,83137.47,1.0433,196,16.02,26,employed,9.2,-1.5,0.45602
2022H2,personal_secured,8437.34,0.6601,144,17.34,27,employed,8.1,-4.4,0.67661
2019H2,auto,8636.33,0.9292,138,4.61,44,employed,6.9,3.8,0.2794
2022H2,auto,10197.51,0.9955,156,7.08,52,employed,8.1,-4.4,0.61407
2021H2,mortgage,135552.18,0.6272,138,22.26,41,employed,7.9,5.6,0.0358
2023H2,unsecured,8107.09,,208,5.54,40,unemployed,7.2,1.8,0.85619
2023H2,personal_secured,16562.17,1.092,137,20.07,60,employed,7.2,1.8,0.72894
2020H1,unsecured,6315.09,,194,5.45,51,employed,9.2,-1.5,0.60699
2021H2,unsecured,18868.37,,166,11.25,61,unemployed,7.9,5.6,0.89565
2020H2,unsecured,10810.39,,160,4.09,37,employed,9.6,-3.2,0.65857
2021H2,unsecured,6455.76,,132,5.48,41,unemployed,7.9,5.6,0.69485
2022H1,auto,11267.42,0.8884,153,10.54,45,employed,7.4,3.1,0.41763
2021H2,auto,8529.94,0.6913,163,16.56,26,employed,7.9,5.6,0.31753
2022H2,unsecured,6144.74,,179,6.56,54,self_employed,8.1,-4.4,0.5254
2022H2,mortgage,114999.23,0.5299,153,28.06,47,employed,8.1,-4.4,0.2024
2021H1,mortgage,116379.0,0.8495,187,22.53,28,retired,8.7,1.4,0.19635
2020H1,mortgage,85973.87,0.6903,120,11.87,42,employed,9.2,-1.5,0.15617
2019H1,mortgage,96231.09,0.7417,193,30.61,45,employed,6.8,4.2,0.19678
2023H1,mortgage,189722.7,0.7682,154,25.03,55,employed,7.6,-2.1,0.15067
2023H2,mortgage,82866.37,0.6979,200,25.03,36,self_employed,7.2,1.8,0.23385
2021H1,unsecured,4783.47,,139,10.11,73,employed,8.7,1.4,0.66311
2022H1,mortgage,169365.28,0.8483,149,14.94,48,employed,7.4,3.1,0.11004
2021H2,personal_secured,25652.22,0.298,138,12.96,32,employed,7.9,5.6,0.16517
2023H1,auto,32344.5,1.0687,126,10.66,25,employed,7.6,-2.1,0.48792
2022H2,personal_secured,11158.82,0.8506,101,18.86,44,employed,8.1,-4.4,0.29826
2019H2,mortgage,123606.58,0.8253,201,21.74,53,employed,6.9,3.8,0.23636
2021H1,mortgage,131713.21,0.408,133,28.87,34,employed,8.7,1.4,0.02965
2022H2,unsecured,9350.84,,131,4.49,44,employed,8.1,-4.4,0.64362
2023H2,personal_secured,12610.61,0.6921,149,14.64,63,employed,7.2,1.8,0.36494
2023H2,mortgage,88522.32,0.4655,106,26.8,53,employed,7.2,1.8,0.05807
2022H1,personal_secured,24428.08,0.5514,157,6.23,46,employed,7.4,3.1,0.16575
2019H1,personal_secured,9482.16,0.8247,199,14.35,48,employed,6.8,4.2,0.53116
2021H2,personal_secured,11796.64,0.5537,200,9.7,75,employed,7.9,5.6,0.13743
2022H1,auto,11338.98,0.6509,112,10.88,30,unemployed,7.4,3.1,0.17021
2022H1,mortgage,65593.06,0.8345,135,23.42,43,employed,7.4,3.1,0.35406
2023H2,personal_secured,31599.46,0.6283,155,20.85,38,self_employed,7.2,1.8,0.30444
2022H2,personal_secured,8943.06,0.6531,119,11.74,42,self_employed,8.1,-4.4,0.59588
2023H1,auto,16371.62,0.9171,149,10.44,51,employed,7.6,-2.1,0.55378
2022H1,mortgage,148452.34,0.6357,102,32.84,49,employed,7.4,3.1,0.09607
2020H2,auto,9880.4,0.6214,94,12.84,29,employed,9.6,-3.2,0.49813
2020H1,auto,18119.91,0.7692,141,6.29,37,self_employed,9.2,-1.5,0.47383
2019H2,mortgage,232721.08,0.7324,171,22.5,37,employed,6.9,3.8,0.02035
2022H2,mortgage,154193.98,0.9594,138,26.13,54,employed,8.1,-4.4,0.40578
2019H1,mortgage,321653.08,0.8586,177,15.23,54,employed,6.8,4.2,0.07901
2020H1,mortgage,369968.98,0.3869,152,12.98,32,employed,9.2,-1.5,0.13091
2019H2,unsecured,6055.55,,148,3.0,28,employed,6.9,3.8,0.51825
2022H1,unsecured,3971.14,,206,9.55,44,employed,7.4,3.1,0.64487
2022H1,mortgage,109817.08,1.0108,138,21.61,50,unemployed,7.4,3.1,0.10586
2023H2,mortgage,73238.14,0.6126,208,23.67,49,employed,7.2,1.8,0.15823
2019H1,personal_secured,4540.74,0.7224,130,12.59,35,employed,6.8,4.2,0.3194
2022H2,unsecured,3382.59,,199,9.07,53,unemployed,8.1,-4.4,0.85342
2023H1,mortgage,107148.16,0.6723,182,15.03,43,unemployed,7.6,-2.1,0.28893
2023H2,mortgage,133763.73,0.7983,129,20.15,40,employed,7.2,1.8,0.2148
2023H2,mortgage,71529.21,0.6726,207,19.53,48,retired,7.2,1.8,0.04822
2022H2,mortgage,143330.93,0.7753,116,22.65,60,employed,8.1,-4.4,0.66849
2023H2,unsecured,2509.23,,193,12.39,55,unemployed,7.2,1.8,0.91702
2023H1,personal_secured,5995.46,0.7122,145,16.82,29,unemployed,7.6,-2.1,0.72378
2020H2,mortgage,322538.66,0.8111,166,9.44,54,self_employed,9.6,-3.2,0.13637
2022H2,unsecured,6539.87,,106,8.37,54,unemployed,8.1,-4.4,0.6451
2022H1,mortgage,135513.09,0.855,93,16.45,40,employed,7.4,3.1,0.17852
2020H1,unsecured,1685.44,,171,11.14,35,self_employed,9.2,-1.5,0.68679
2022H1,unsecured,32934.38,,194,13.13,48,employed,7.4,3.1,0.83604
2019H2,unsecured,6736.15,,193,9.83,23,employed,6.9,3.8,0.66563
2023H1,auto,9300.45,0.7771,173,11.3,55,employed,7.6,-2.1,0.42603
2022H2,unsecured,5448.14,,142,7.81,40,employed,8.1,-4.4,0.40695
2022H2,unsecured,5798.27,,100,3.68,55,self_employed,8.1,-4.4,0.62136
2022H1,mortgage,48977.54,0.6209,140,17.76,71,self_employed,7.4,3.1,0.1034
2020H1,personal_secured,6217.97,0.5955,156,14.27,43,self_employed,9.2,-1.5,0.24648
2021H1,unsecured,11836.39,,124,4.72,61,employed,8.7,1.4,0.6192
2023H1,auto,17813.28,0.8729,99,8.77,60,employed,7.6,-2.1,0.55073
2020H2,personal_secured,17822.64,0.8925,150,18.98,51,employed,9.6,-3.2,0.70172
2023H2,mortgage,317833.97,0.7384,150,23.83,36,unemployed,7.2,1.8,0.24874
2020H2,auto,12088.32,0.8692,202,12.28,20,employed,9.6,-3.2,0.48807
2019H2,auto,40496.94,0.8417,107,10.21,44,employed,6.9,3.8,0.55733
2019H2,auto,11537.01,0.4992,148,16.55,21,employed,6.9,3.8,0.25842
2022H2,personal_secured,23528.69,0.8329,204,17.8,80,employed,8.1,-4.4,0.81715
2020H1,mortgage,100737.56,0.7089,126,21.22,53,employed,9.2,-1.5,0.11813
2022H2,unsecured,9846.53,,135,3.0,31,employed,8.1,-4.4,0.61372
2023H2,personal_secured,6017.57,0.5577,141,14.46,60,employed,7.2,1.8,0.40755
2023H2,mortgage,97287.84,0.8282,151,28.87,35,retired,7.2,1.8,0.07675
2022H2,auto,8030.83,0.7048,179,13.74,39,employed,8.1,-4.4,0.3917
2022H2,personal_secured,8435.16,0.93,183,17.25,61,unemployed,8.1,-4.4,0.61114
2022H1,mortgage,72235.81,0.6619,119,21.64,39,retired,7.4,3.1,0.05439
2023H2,auto,17740.59,0.6804,122,8.18,58,self_employed,7.2,1.8,0.37432
2022H1,auto,13583.13,0.9496,148,13.69,46,self_employed,7.4,3.1,0.47327
2023H1,unsecured,2803.21,,207,8.26,33,employed,7.6,-2.1,0.37561
2023H1,mortgage,111184.37,0.771,123,19.9,46,unemployed,7.6,-2.1,0.47264
2021H1,mortgage,148960.88,1.0331,205,26.07,58,self_employed,8.7,1.4,0.42056
2021H2,unsecured,7928.56,,184,9.01,30,employed,7.9,5.6,0.41914
2021H1,mortgage,122129.32,0.8268,193,23.6,44,employed,8.7,1.4,0.30496
2022H2,mortgage,96604.56,0.7294,167,17.46,55,unemployed,8.1,-4.4,0.15374
2022H2,mortgage,130349.9,0.9057,203,12.56,49,unemployed,8.1,-4.4,0.58311
2022H2,personal_secured,46568.48,0.8163,184,14.63,48,employed,8.1,-4.4,0.61731
2019H1,unsecured,6084.55,,140,11.75,24,employed,6.8,4.2,0.78754
2021H2,mortgage,154833.57,0.8503,131,18.2,49,employed,7.9,5.6,0.17276
2019H2,unsecured,4755.37,,135,9.75,49,unemployed,6.9,3.8,0.74896
2022H2,unsecured,12766.37,,191,11.26,68,unemployed,8.1,-4.4,0.63619
