vintage,product,credit_limit_eur,drawn_t0_eur,utilisation_t0,time_to_default_months,risk_score_t0,min_payment_ratio,borrower_age,unemployment_pct,gdp_yoy_pct,ccf_realised,utilisation_default,ead_eur
2022H2,line_of_credit,12797.95,3361.81,0.2627,12,0.5543,0.4229,42,8.1,-0.8,0.83969,0.8818,11285.2
2022H1,credit_card,8534.16,2708.12,0.3173,10,0.1065,0.4776,42,7.4,2.4,0.61284,0.7357,6278.52
2022H2,line_of_credit,27012.93,11857.22,0.4389,3,0.3615,0.2875,20,8.1,-0.8,0.80564,0.891,24067.24
2021H1,overdraft,3308.05,1152.05,0.3483,7,0.1636,0.4472,35,8.7,3.8,0.66542,0.7819,2586.7
2021H2,line_of_credit,116385.86,39308.42,0.3377,6,0.9376,0.4737,66,7.9,4.5,0.98191,0.988,114991.76
2022H2,credit_card,4733.62,2308.94,0.4878,11,0.3886,0.151,20,8.1,-0.8,0.91801,0.958,4534.83
2022H2,credit_card,4530.77,1029.39,0.2272,11,0.8286,0.1562,45,8.1,-0.8,0.93079,0.9465,4288.42
2023H2,credit_card,6047.97,3022.53,0.4998,4,0.7938,0.1436,43,7.2,1.4,0.68628,0.8431,5098.81
2023H1,overdraft,7304.98,3744.87,0.5126,8,0.5853,0.5137,26,7.6,0.6,0.52319,0.7676,5607.48
2022H2,line_of_credit,84351.12,34549.93,0.4096,8,0.3708,0.5721,57,8.1,-0.8,0.75547,0.8556,72173.41
2019H2,line_of_credit,107775.54,51872.36,0.4813,10,0.812,0.1868,57,6.9,1.9,0.99798,0.999,107662.4
2022H2,line_of_credit,13931.88,2665.31,0.1913,11,0.4565,0.2695,34,8.1,-0.8,0.96812,0.9742,13572.67
2019H1,overdraft,1685.56,855.38,0.5075,11,0.5937,0.3457,31,6.8,2.1,0.86227,0.9322,1571.22
2019H2,credit_card,4338.17,3355.25,0.7734,8,0.6882,0.5496,20,6.9,1.9,0.69112,0.93,4034.57
2021H2,credit_card,3706.15,992.48,0.2678,12,0.5078,0.6384,34,7.9,4.5,0.69731,0.7784,2884.74
2019H2,credit_card,5728.02,2173.85,0.3795,9,0.6879,0.0755,39,6.9,1.9,0.88301,0.9274,5312.22
2021H2,credit_card,3066.48,1135.21,0.3702,11,0.4357,0.7886,26,7.9,4.5,0.49985,0.685,2100.55
2020H1,credit_card,11934.54,5402.94,0.4527,5,0.2525,0.4782,54,9.2,-3.4,0.6986,0.835,9965.9
2021H2,overdraft,1982.57,651.17,0.3284,8,0.5331,0.3392,23,7.9,4.5,0.87321,0.9149,1813.76
2019H2,line_of_credit,18236.47,8132.79,0.446,9,0.6852,0.4421,43,6.9,1.9,0.72902,0.8499,15498.58
2019H1,credit_card,9480.07,1784.67,0.1883,6,0.3248,0.6401,50,6.8,2.1,0.28665,0.4209,3990.57
2021H2,overdraft,5196.21,2517.54,0.4845,11,0.7257,0.1661,62,7.9,4.5,0.95543,0.977,5076.81
2021H2,overdraft,1552.7,634.83,0.4089,8,0.4892,0.5635,60,7.9,4.5,0.60632,0.7673,1191.35
2022H1,credit_card,4236.54,2105.42,0.497,8,0.0702,0.2742,52,7.4,2.4,0.53873,0.768,3253.53
2020H1,credit_card,7157.46,2733.61,0.3819,4,0.8327,0.4889,44,9.2,-3.4,0.80532,0.8797,6296.24
2022H2,credit_card,3829.54,2632.66,0.6875,4,0.7873,0.3735,52,8.1,-0.8,0.66305,0.8947,3426.24
2019H2,line_of_credit,143910.76,23373.46,0.1624,4,0.3504,0.2994,45,6.9,1.9,0.74541,0.7868,113223.09
2020H1,credit_card,5966.02,1094.26,0.1834,12,0.496,0.2268,20,9.2,-3.4,0.66388,0.7255,4328.51
2020H1,credit_card,7587.59,3962.12,0.5222,10,0.4449,0.3983,58,9.2,-3.4,0.88622,0.9456,7175.08
2022H2,credit_card,2642.28,512.54,0.194,8,0.6392,0.0996,42,8.1,-0.8,0.53668,0.6266,1655.53
2020H2,credit_card,3711.17,655.87,0.1767,7,0.4243,0.3451,25,9.6,-2.1,0.63448,0.6991,2594.4
2022H1,line_of_credit,11198.64,4220.63,0.3769,7,0.238,0.3294,34,7.4,2.4,0.71564,0.8228,9214.37
2019H1,overdraft,2256.71,1157.4,0.5129,4,0.3338,0.4146,43,6.8,2.1,0.78408,0.8948,2019.34
2023H2,credit_card,5358.39,3126.26,0.5834,6,0.6183,0.5575,72,7.2,1.4,0.29854,0.7078,3792.65
2023H2,credit_card,2038.59,699.64,0.3432,10,0.6071,0.506,20,7.2,1.4,0.54356,0.7002,1427.44
2021H1,overdraft,3993.01,1340.15,0.3356,3,0.7309,0.538,37,8.7,3.8,0.72853,0.8196,3272.84
2020H1,credit_card,4858.84,2475.94,0.5096,12,0.689,0.7912,34,9.2,-3.4,0.58181,0.7949,3862.34
2021H2,credit_card,3424.02,520.69,0.1521,5,0.3887,0.1764,64,7.9,4.5,0.33242,0.4339,1485.82
2022H1,credit_card,3473.34,1460.42,0.4205,5,0.6637,0.2648,30,7.4,2.4,0.69634,0.824,2862.09
2022H1,overdraft,1856.62,44.31,0.0239,6,0.4765,0.279,42,7.4,2.4,0.69492,0.7022,1303.72
2021H1,credit_card,1044.27,613.48,0.5875,12,0.2906,0.3142,34,8.7,3.8,0.57969,0.8266,863.21
2021H1,overdraft,1503.11,587.5,0.3909,8,0.7842,0.5149,44,8.7,3.8,0.94013,0.9635,1448.29
2020H2,credit_card,2808.31,223.13,0.0795,9,0.6145,0.5407,43,9.6,-2.1,0.77465,0.7926,2225.75
2023H1,credit_card,2481.41,1353.27,0.5454,10,0.4189,0.5028,36,7.6,0.6,0.6512,0.8414,2087.91
2020H1,credit_card,3655.64,1370.46,0.3749,12,0.1825,0.4766,44,9.2,-3.4,0.50511,0.6906,2524.73
2023H1,line_of_credit,50505.9,28094.55,0.5563,10,0.5904,0.3537,34,7.6,0.6,0.77326,0.8994,45424.26
2022H1,credit_card,4210.77,1922.71,0.4566,6,0.4603,0.2312,58,7.4,2.4,0.86585,0.9271,3903.82
2022H2,credit_card,4113.73,1466.63,0.3565,10,0.8059,0.2591,33,8.1,-0.8,0.68949,0.8002,3291.77
2021H1,line_of_credit,14033.32,5002.34,0.3565,9,0.421,0.4434,25,8.7,3.8,0.52152,0.6921,9712.18
2019H1,credit_card,5138.96,3731.0,0.726,8,0.7704,0.5457,51,6.8,2.1,0.74732,0.9308,4783.2
2022H2,line_of_credit,224984.36,29391.31,0.1306,9,0.7535,0.1659,57,8.1,-0.8,0.9856,0.9875,222168.25
2020H2,credit_card,14211.27,6899.07,0.4855,6,0.5106,0.5497,34,9.6,-2.1,0.56665,0.777,11042.56
2023H1,overdraft,2464.03,1559.61,0.6329,11,0.4438,0.57,32,7.6,0.6,0.82148,0.9345,2302.58
2021H1,credit_card,3089.95,702.73,0.2274,4,0.5739,0.454,45,8.7,3.8,0.61734,0.7044,2176.45
2020H1,overdraft,922.57,119.71,0.1298,3,0.7254,0.8236,20,9.2,-3.4,0.79492,0.8215,757.92
2021H1,credit_card,2811.86,1482.6,0.5273,8,0.5021,0.4381,56,8.7,3.8,0.64402,0.8317,2338.67
2021H2,overdraft,2706.35,960.74,0.355,12,0.7596,0.2483,33,7.9,4.5,0.91389,0.9445,2556.03
2023H2,credit_card,6711.77,1114.31,0.166,3,0.6,0.1337,55,7.2,1.4,0.32092,0.4337,2910.66
2020H1,overdraft,4602.09,966.24,0.21,4,0.5815,0.7007,44,9.2,-3.4,0.13354,0.3155,1451.78
2021H2,line_of_credit,14663.39,5204.07,0.3549,8,0.7638,0.5501,65,7.9,4.5,0.79664,0.8688,12739.71
2023H2,overdraft,2422.82,1439.12,0.594,4,0.8472,0.4376,48,7.2,1.4,0.62034,0.8459,2049.35
2023H2,overdraft,3877.28,1255.06,0.3237,11,0.4862,0.3695,44,7.2,1.4,0.84702,0.8965,3476.12
2020H2,overdraft,1849.68,284.38,0.1537,9,0.5706,0.0606,53,9.6,-2.1,0.8819,0.9001,1664.81
2021H2,line_of_credit,37764.02,10730.91,0.2842,9,0.625,0.4956,20,7.9,4.5,0.39436,0.5665,21391.81
2022H2,credit_card,9325.85,1488.81,0.1596,6,0.5986,0.2418,26,8.1,-0.8,0.77163,0.8081,7536.12
2022H1,credit_card,5346.31,1348.3,0.2522,7,0.1213,0.5949,25,7.4,2.4,0.47004,0.6037,3227.53
2023H2,credit_card,11431.53,3362.97,0.2942,10,0.2623,0.3527,53,7.2,1.4,0.41786,0.5891,6734.51
2021H2,credit_card,17861.85,5209.83,0.2917,7,0.581,0.2016,32,7.9,4.5,0.76624,0.8344,14904.27
2023H2,line_of_credit,24814.38,9763.44,0.3935,9,0.303,0.3533,35,7.2,1.4,0.79125,0.8734,21672.43
2020H2,line_of_credit,29533.96,9895.45,0.3351,4,0.3462,0.3623,20,9.6,-2.1,0.7243,0.8167,24119.68
2021H1,credit_card,14889.73,5395.1,0.3623,9,0.6481,0.4354,50,8.7,3.8,0.54044,0.707,10526.39
2021H1,credit_card,9181.63,2263.76,0.2466,12,0.5351,0.4039,49,8.7,3.8,0.95894,0.9691,8897.57
2021H1,line_of_credit,19728.51,12321.81,0.6246,12,0.7569,0.533,52,8.7,3.8,0.59531,0.8481,16731.08
2021H1,line_of_credit,24318.15,12231.78,0.503,6,0.734,0.4283,31,8.7,3.8,0.88706,0.9439,22953.06
2021H2,credit_card,6820.9,2309.27,0.3386,4,0.7108,0.4971,27,7.9,4.5,0.68462,0.7914,5398.0
2023H1,overdraft,2078.02,832.99,0.4009,4,0.8642,0.817,46,7.6,0.6,0.73889,0.8436,1752.93
2023H1,credit_card,5208.96,1265.23,0.2429,10,0.2634,0.5116,40,7.6,0.6,0.38664,0.5356,2790.05
2020H2,line_of_credit,11416.52,5943.84,0.5206,11,0.1096,0.5436,38,9.6,-2.1,0.33044,0.679,7752.26
2019H2,credit_card,12224.21,2201.98,0.1801,7,0.617,0.7071,45,6.9,1.9,0.31892,0.4416,5398.29
2020H2,credit_card,10554.94,7035.76,0.6666,11,0.4774,0.3916,39,9.6,-2.1,0.54938,0.8498,8969.14
2023H2,line_of_credit,23948.07,16132.46,0.6736,10,0.6588,0.3258,27,7.2,1.4,0.99188,0.9974,23884.62
2022H1,credit_card,2567.46,1969.0,0.7669,4,0.2012,0.5771,44,7.4,2.4,0.27242,0.8304,2132.03
2022H1,credit_card,7971.95,5528.7,0.6935,9,0.2371,0.4958,45,7.4,2.4,0.79479,0.9371,7470.58
2020H2,credit_card,2606.45,1221.11,0.4685,3,0.5374,0.456,45,9.6,-2.1,0.67248,0.8259,2152.72
2021H1,overdraft,4993.38,478.71,0.0959,12,0.531,0.2874,59,8.7,3.8,0.87735,0.8891,4439.66
2022H2,credit_card,5116.55,1743.97,0.3408,12,0.5213,0.3694,34,8.1,-0.8,0.80934,0.8743,4473.54
2023H1,overdraft,5118.39,1474.15,0.288,9,0.7886,0.3366,42,7.6,0.6,0.81052,0.8651,4427.88
2022H2,credit_card,4562.02,1937.45,0.4247,11,0.4679,0.578,44,8.1,-0.8,0.40643,0.6585,3004.15
2020H1,line_of_credit,45454.01,24284.73,0.5343,3,0.67,0.0858,39,9.2,-3.4,0.88165,0.9449,42948.65
2021H1,credit_card,4369.43,1860.06,0.4257,3,0.694,0.3791,45,8.7,3.8,0.73334,0.8469,3700.28
2022H2,line_of_credit,9997.35,555.4,0.0556,10,0.3543,0.221,25,8.1,-0.8,0.78186,0.794,7937.73
2022H1,credit_card,4499.58,1930.95,0.4291,8,0.8082,0.2693,47,7.4,2.4,0.78314,0.8762,3942.54
2019H1,line_of_credit,37454.0,9546.26,0.2549,12,0.523,0.372,59,6.8,2.1,0.92318,0.9428,35310.16
2019H2,overdraft,2063.14,1006.31,0.4878,6,0.2053,0.3345,41,6.9,1.9,0.67875,0.8354,1723.64
2021H1,credit_card,5110.35,1059.33,0.2073,9,0.4167,0.4144,46,8.7,3.8,0.45153,0.5652,2888.47
2023H2,credit_card,7151.14,2733.27,0.3822,8,0.3504,0.6252,39,7.2,1.4,0.68144,0.8032,5743.78
2020H2,credit_card,7296.5,3683.94,0.5049,4,0.4716,0.6141,60,9.6,-2.1,0.50265,0.7538,5499.79
2023H2,credit_card,4014.42,2730.41,0.6802,3,0.6311,0.4697,27,7.2,1.4,0.66898,0.8941,3589.38
2020H1,credit_card,8690.48,2008.86,0.2312,7,0.7214,0.1912,20,9.2,-3.4,0.83448,0.8727,7584.56
2021H2,credit_card,10095.6,5913.69,0.5858,4,0.6244,0.336,46,7.9,4.5,0.54166,0.8101,8178.84
2023H2,line_of_credit,22989.23,8055.49,0.3504,11,0.389,0.2753,21,7.2,1.4,0.90353,0.9373,21548.61
2022H1,credit_card,2040.09,704.17,0.3452,4,0.2263,0.5872,63,7.4,2.4,0.48071,0.66,1346.36
2019H1,overdraft,2894.85,1450.32,0.501,6,0.9021,0.6434,28,6.8,2.1,0.8537,0.927,2683.51
2023H1,overdraft,5906.83,4191.77,0.7096,10,0.3247,0.2824,34,7.6,0.6,0.88249,0.9659,5705.3
2023H2,overdraft,2349.62,670.03,0.2852,5,0.5626,0.4666,41,7.2,1.4,0.58229,0.7014,1648.04
2019H1,credit_card,7562.94,6123.82,0.8097,4,0.6973,0.3538,43,6.8,2.1,0.86372,0.9741,7366.82
2019H2,line_of_credit,32867.65,21142.75,0.6433,5,0.9207,0.3998,29,6.9,1.9,0.88184,0.9578,31482.26
2022H1,credit_card,3541.87,2464.53,0.6958,12,0.2514,0.7067,37,7.4,2.4,0.55321,0.8641,3060.52
2021H1,credit_card,1539.72,487.12,0.3164,10,0.5887,0.4563,24,8.7,3.8,0.49977,0.658,1013.18
2020H1,credit_card,3520.27,2412.6,0.6853,5,0.7377,0.5959,39,9.2,-3.4,0.65246,0.8906,3135.32
2021H2,overdraft,8012.58,2723.39,0.3399,11,0.7482,0.5885,33,7.9,4.5,0.84613,0.8984,7198.75
2021H2,credit_card,4140.29,1666.08,0.4024,12,0.3383,0.214,42,7.9,4.5,0.66959,0.8025,3322.79
2021H2,overdraft,4915.29,2615.03,0.532,7,0.5549,0.2851,45,7.9,4.5,0.83967,0.925,4546.48
2020H2,overdraft,1633.91,805.04,0.4927,12,0.4319,0.3653,39,9.6,-2.1,0.90133,0.9499,1552.12
2021H1,line_of_credit,30844.21,12393.45,0.4018,7,0.9025,0.4032,35,8.7,3.8,0.49901,0.7003,21600.52
2021H2,credit_card,5312.28,2545.24,0.4791,10,0.4792,0.6595,49,7.9,4.5,0.72185,0.8551,4542.63
2023H1,credit_card,5301.52,1596.46,0.3011,8,0.6708,0.4787,25,7.6,0.6,0.29276,0.5057,2681.15
2023H2,overdraft,1968.39,496.21,0.2521,10,0.3615,0.2734,51,7.2,1.4,0.58733,0.6914,1360.87
2022H1,credit_card,9889.54,2329.28,0.2355,9,0.3233,0.3723,42,7.4,2.4,0.56284,0.6658,6584.52
2020H2,credit_card,5608.35,2083.69,0.3715,11,0.6452,0.2146,56,9.6,-2.1,0.51397,0.6945,3895.27
2021H2,line_of_credit,33978.62,18246.77,0.537,10,0.3191,0.4936,65,7.9,4.5,0.3891,0.7172,24368.01
2021H2,credit_card,5519.89,1440.76,0.261,8,0.9201,0.4061,49,7.9,4.5,0.7151,0.7895,4357.75
2021H2,overdraft,3831.98,1517.74,0.3961,11,0.2763,0.7605,25,7.9,4.5,0.47574,0.6834,2618.73
2022H1,overdraft,2501.44,790.53,0.316,9,0.4139,0.3109,58,7.4,2.4,0.75142,0.83,2076.15
2023H1,line_of_credit,28749.46,13138.96,0.457,11,0.3798,0.3151,38,7.6,0.6,0.89604,0.9436,27126.66
2019H1,line_of_credit,105087.12,29746.2,0.2831,3,0.3393,0.4006,22,6.8,2.1,0.67759,0.7689,80796.33
2020H1,line_of_credit,112571.08,35136.19,0.3121,3,0.4368,0.2343,40,9.2,-3.4,0.92772,0.9503,106974.12
2019H1,overdraft,2731.06,817.83,0.2995,7,0.1497,0.3257,33,6.8,2.1,0.46246,0.6234,1702.62
2022H1,overdraft,4261.53,1183.63,0.2777,3,0.6796,0.654,63,7.4,2.4,0.60179,0.7124,3035.88
2020H1,line_of_credit,45549.57,5688.17,0.1249,5,0.6177,0.5925,49,9.2,-3.4,0.43514,0.5057,23033.39
2021H2,line_of_credit,30979.14,3044.78,0.0983,3,0.2998,0.3968,46,7.9,4.5,0.29077,0.3605,11167.18
2022H2,overdraft,880.46,205.71,0.2336,9,0.4268,0.7457,36,8.1,-0.8,0.69677,0.7676,675.86
2019H1,line_of_credit,46342.27,6773.77,0.1462,5,0.5337,0.1913,62,6.8,2.1,0.54424,0.6109,28308.64
2022H2,line_of_credit,11132.08,1518.11,0.1364,8,0.4545,0.4907,39,8.1,-0.8,0.40672,0.4876,5428.31
2023H1,credit_card,4645.15,3812.61,0.8208,5,0.1603,0.2186,47,7.6,0.6,0.48041,0.9069,4212.57
2023H1,credit_card,5807.75,1539.6,0.2651,4,0.6936,0.4569,20,7.6,0.6,0.67057,0.7579,4401.7
2019H2,credit_card,3154.29,1678.61,0.5322,10,0.264,0.3492,20,6.9,1.9,0.46002,0.7474,2357.45
2023H1,overdraft,4087.85,1299.01,0.3178,8,0.7638,0.405,25,7.6,0.6,0.76582,0.8402,3434.76
2022H2,line_of_credit,36590.83,21532.12,0.5885,4,0.3713,0.825,59,8.1,-0.8,0.63626,0.8503,31113.34
2023H2,overdraft,1560.88,604.93,0.3876,6,0.257,0.5654,31,7.2,1.4,0.47279,0.6771,1056.89
2021H1,credit_card,3332.79,1460.62,0.4383,5,0.6871,0.2325,65,8.7,3.8,0.8274,0.903,3009.65
2020H1,line_of_credit,36959.26,16690.98,0.4516,12,0.5637,0.47,41,9.2,-3.4,0.89866,0.9444,34905.24
2023H2,credit_card,6305.2,2240.26,0.3553,4,0.3188,0.3479,20,7.2,1.4,0.48155,0.6658,4197.73
2023H1,line_of_credit,15914.59,2579.61,0.1621,9,0.2494,0.5443,45,7.6,0.6,0.66692,0.7209,11472.94
2023H2,line_of_credit,54165.46,23749.91,0.4385,3,0.9096,0.3076,31,7.2,1.4,0.95038,0.9721,52656.21
2021H1,overdraft,2211.28,1791.03,0.81,4,0.3178,0.4585,56,8.7,3.8,0.45357,0.8962,1981.65
2021H1,overdraft,3232.8,101.83,0.0315,4,0.0308,0.7073,59,8.7,3.8,0.67726,0.6874,2222.32
2020H1,line_of_credit,57298.0,16793.46,0.2931,5,0.1619,0.4436,53,9.2,-3.4,0.96151,0.9728,55738.88
2021H1,credit_card,5781.72,1471.32,0.2545,6,0.194,0.6531,20,8.7,3.8,0.42502,0.5713,3303.35
2019H1,credit_card,12293.58,6415.75,0.5219,9,0.4032,0.1845,48,6.8,2.1,0.83425,0.9208,11319.32
2022H2,credit_card,9292.64,4489.68,0.4831,3,0.1368,0.7179,56,8.1,-0.8,0.40143,0.6906,6417.75
2021H1,overdraft,4437.67,1714.91,0.3864,10,0.3451,0.3738,40,8.7,3.8,0.38566,0.6231,2764.97
2021H2,credit_card,3325.7,2361.18,0.71,12,0.4975,0.2852,46,7.9,4.5,0.57539,0.8769,2916.16
2022H1,credit_card,2897.48,954.05,0.3293,8,0.6177,0.1516,47,7.4,2.4,0.84515,0.8961,2596.54
2023H1,overdraft,1506.02,454.51,0.3018,11,0.5263,0.5155,33,7.6,0.6,0.55191,0.6871,1034.85
2023H2,overdraft,1599.48,975.01,0.6096,8,0.2794,0.5872,23,7.2,1.4,0.41287,0.7708,1232.83
2022H1,line_of_credit,17969.2,10395.64,0.5785,5,0.7302,0.5031,47,7.4,2.4,0.91084,0.9624,17293.93
2023H1,overdraft,5970.98,998.82,0.1673,10,0.5741,0.4638,41,7.6,0.6,0.8588,0.8824,5268.9
2022H1,credit_card,9445.72,5276.24,0.5586,3,0.5234,0.5275,38,7.4,2.4,0.52295,0.7894,7456.66
2022H2,overdraft,1918.7,254.95,0.1329,4,0.4385,0.1938,67,8.1,-0.8,0.5818,0.6374,1222.93
2023H2,overdraft,4857.01,921.6,0.1897,3,0.2473,0.1212,34,7.2,1.4,0.60081,0.6766,3286.02
2023H2,overdraft,2041.23,1491.57,0.7307,5,0.3689,0.1849,26,7.2,1.4,0.81813,0.951,1941.26
2019H2,line_of_credit,44736.97,14812.54,0.3311,3,0.5323,0.5391,53,6.9,1.9,0.76757,0.8445,37781.64
2023H1,credit_card,14137.63,3956.52,0.2799,12,0.9435,0.2973,33,7.6,0.6,0.91417,0.9382,13263.83
2021H1,credit_card,20383.11,9378.8,0.4601,12,0.6425,0.2314,49,8.7,3.8,0.58003,0.7733,15761.61
2022H2,line_of_credit,13746.6,2118.84,0.1541,8,0.3354,0.3695,25,8.1,-0.8,0.66198,0.7141,9816.13
2021H2,overdraft,1770.42,1015.78,0.5737,11,0.606,0.3482,30,7.9,4.5,0.76631,0.9004,1594.07
2019H2,credit_card,13182.14,5332.71,0.4045,7,0.5938,0.4014,28,6.9,1.9,0.78395,0.8714,11486.31
2020H2,credit_card,5656.34,2694.45,0.4764,12,0.2467,0.3612,58,9.6,-2.1,0.65922,0.8216,4646.97
2022H2,line_of_credit,66624.01,19623.54,0.2945,4,0.6764,0.9038,39,8.1,-0.8,0.54447,0.6786,45213.98
2021H2,line_of_credit,6187.04,1468.31,0.2373,8,0.5044,0.2767,49,7.9,4.5,0.83673,0.8755,5416.63
2019H1,credit_card,4155.26,2072.98,0.4989,12,0.2573,0.2071,46,6.8,2.1,0.1394,0.5687,2363.25
2023H2,credit_card,3068.65,1668.72,0.5438,5,0.5833,0.0964,67,7.2,1.4,0.55415,0.7966,2444.49
2020H2,overdraft,3503.7,2150.2,0.6137,9,0.6171,0.3014,33,9.6,-2.1,0.87896,0.9532,3339.86
2021H1,overdraft,2680.07,59.81,0.0223,4,0.4743,0.4921,33,8.7,3.8,0.29673,0.3124,837.31
2021H2,credit_card,8972.73,2993.4,0.3336,6,0.7379,0.6389,51,7.9,4.5,0.77442,0.8497,7623.89
2020H2,overdraft,7472.78,5266.34,0.7047,7,0.9292,0.5309,36,9.6,-2.1,0.92186,0.9769,7300.38
2022H2,credit_card,3053.88,849.3,0.2781,9,0.3208,0.3008,39,8.1,-0.8,0.50646,0.6437,1965.82
2020H1,overdraft,3658.25,948.01,0.2591,7,0.419,0.578,46,9.2,-3.4,0.74802,0.8133,2975.34
2019H2,credit_card,5077.52,2021.77,0.3982,6,0.614,0.6131,34,6.9,1.9,0.25718,0.553,2807.64
2023H1,overdraft,3060.39,1465.61,0.4789,4,0.0636,0.5102,32,7.6,0.6,0.65618,0.8208,2512.07
2020H1,overdraft,2400.98,420.49,0.1751,4,0.404,0.2889,40,9.2,-3.4,0.59903,0.6693,1606.86
2021H2,credit_card,3130.22,816.05,0.2607,3,0.4856,0.353,49,7.9,4.5,0.52515,0.6489,2031.34
2023H2,credit_card,5465.62,2744.18,0.5021,4,0.3176,0.4028,25,7.2,1.4,0.52726,0.7646,4179.1
2021H1,line_of_credit,16260.62,4349.85,0.2675,5,0.2671,0.812,27,8.7,3.8,0.60263,0.7089,11527.66
2021H1,credit_card,2515.56,1328.9,0.5283,8,0.4215,0.5125,55,8.7,3.8,0.57115,0.7977,2006.66
2021H2,line_of_credit,96489.63,23289.16,0.2414,7,0.8131,0.3651,25,7.9,4.5,0.92371,0.9421,90904.89
2022H2,overdraft,2158.79,592.86,0.2746,12,0.4664,0.2287,39,8.1,-0.8,0.39222,0.5591,1207.06
2019H1,overdraft,1724.06,946.9,0.5492,10,0.5598,0.6112,31,6.8,2.1,0.79661,0.9083,1566.0
2021H2,credit_card,1512.99,150.47,0.0995,9,0.2339,0.1563,77,7.9,4.5,0.74396,0.7694,1164.13
2021H2,overdraft,2644.48,1070.8,0.4049,7,0.7687,0.6364,49,7.9,4.5,0.55971,0.738,1951.6
2022H1,credit_card,2282.75,506.06,0.2217,5,0.7178,0.5275,38,7.4,2.4,0.4115,0.542,1237.18
2022H2,credit_card,2779.67,1493.92,0.5374,7,0.4314,0.1686,26,8.1,-0.8,0.44881,0.745,2070.98
2020H1,credit_card,3202.55,986.09,0.3079,5,0.5536,0.7934,44,9.2,-3.4,0.66255,0.7665,2454.6
2021H1,line_of_credit,28589.77,17216.38,0.6022,4,0.1415,0.1469,38,8.7,3.8,0.78948,0.9163,26195.39
2021H2,credit_card,3114.62,1636.09,0.5253,12,0.346,0.2789,58,7.9,4.5,0.59913,0.8097,2521.92
2023H1,credit_card,3069.73,681.71,0.2221,3,0.5419,0.424,51,7.6,0.6,0.5843,0.6766,2077.04
2021H2,overdraft,2941.42,479.06,0.1629,8,0.5353,0.0931,40,7.9,4.5,0.80941,0.8404,2472.11
2020H1,credit_card,8173.78,3368.44,0.4121,5,0.8021,0.6832,31,9.2,-3.4,0.59692,0.763,6236.85
2023H2,credit_card,5925.32,2087.59,0.3523,9,0.6786,0.5346,30,7.2,1.4,0.65619,0.7773,4605.89
2021H2,credit_card,3372.93,1066.88,0.3163,12,0.4748,0.6093,26,7.9,4.5,0.6129,0.7353,2480.27
2021H1,credit_card,10186.63,601.39,0.059,12,0.6673,0.5896,41,8.7,3.8,0.75621,0.7706,7849.82
2022H2,line_of_credit,45112.73,4081.7,0.0905,3,0.5226,0.4124,45,8.1,-0.8,0.5994,0.6356,28675.88
2023H2,credit_card,9495.18,4351.08,0.4582,8,0.5703,0.5753,34,7.2,1.4,0.52434,0.7423,7048.32
2021H2,overdraft,3466.03,559.93,0.1615,3,0.2757,0.2704,44,7.9,4.5,0.62574,0.6862,2378.4
2023H1,credit_card,4065.86,1341.33,0.3299,6,0.7305,0.4804,44,7.6,0.6,0.44112,0.6255,2543.16
2021H1,credit_card,6167.27,2543.75,0.4125,8,0.3961,0.2589,46,8.7,3.8,0.38077,0.6362,3923.46
2020H1,overdraft,3114.82,1221.4,0.3921,8,0.275,0.3307,34,9.2,-3.4,0.54747,0.7249,2257.99
2021H2,line_of_credit,17983.75,7639.81,0.4248,12,0.5547,0.6061,48,7.9,4.5,0.69114,0.8224,14788.97
2022H2,overdraft,2005.67,1094.46,0.5457,9,0.5452,0.3619,41,8.1,-0.8,0.66958,0.8499,1704.59
2020H2,line_of_credit,12447.24,3778.44,0.3036,5,0.4173,0.5683,26,9.6,-2.1,0.53632,0.6771,8427.73
2019H1,overdraft,2580.93,483.52,0.1873,3,0.5737,0.5232,40,6.8,2.1,0.55321,0.6369,1643.83
2021H2,credit_card,6195.79,3454.68,0.5576,3,0.3966,0.4079,21,7.9,4.5,0.4304,0.748,4634.44
2020H2,overdraft,2404.22,815.14,0.339,10,0.752,0.3805,23,9.6,-2.1,0.8982,0.9327,2242.45
2020H2,credit_card,6118.95,2508.69,0.41,11,0.7464,0.6483,30,9.6,-2.1,0.75608,0.8561,5238.34
2020H1,credit_card,11445.29,3990.12,0.3486,5,0.515,0.5078,56,9.2,-3.4,0.42766,0.6272,7178.44
2023H1,line_of_credit,28161.38,14466.01,0.5137,5,0.5161,0.4834,44,7.6,0.6,0.57709,0.7943,22369.44
2022H2,credit_card,1012.57,256.57,0.2534,11,0.3626,0.4353,31,8.1,-0.8,0.7383,0.8046,814.72
2021H2,credit_card,7368.84,3648.02,0.4951,3,0.5963,0.192,58,7.9,4.5,0.36669,0.6802,5012.4
2023H1,credit_card,4863.05,1580.61,0.325,10,0.6734,0.2468,61,7.6,0.6,0.56677,0.7076,3440.98
2023H1,line_of_credit,38001.44,6514.82,0.1714,12,0.4502,0.3991,45,7.6,0.6,0.86395,0.8873,33717.83
2021H2,credit_card,3430.35,1382.17,0.4029,6,0.3582,0.5257,58,7.9,4.5,0.50313,0.7033,2412.66
2021H2,overdraft,1560.98,934.42,0.5986,3,0.2109,0.2069,51,7.9,4.5,0.75086,0.9,1404.88
2023H2,credit_card,3169.8,610.8,0.1927,9,0.6621,0.1658,37,7.2,1.4,0.5674,0.6508,2062.77
